stock_code,description,units_sold,revenue,orders
84539,KNITTED RABBIT DOLL ,26.0,42.9,2
84548,CROCHET BEAR RED/BLUE  KEYRING,22.0,36.3,4
84549,CROCHET WHITE RABBIT KEYRING ,38.0,69.38,7
84550,CROCHET LILAC/RED BEAR KEYRING,1.0,1.65,1
84551,CROCHET DOG KEYRING,13.0,21.45,2
84558a,3D DOG PICTURE PLAYING CARDS,5.0,29.31,5
84558A,3D DOG PICTURE PLAYING CARDS,333.0,987.41,81
84559a,3D SHEET OF DOG STICKERS,29.0,48.38,22
84559A,3D SHEET OF DOG STICKERS,397.0,375.61,94
84559b,3D SHEET OF CAT STICKERS,23.0,38.33,20
84559B,3D SHEET OF CAT STICKERS,237.0,217.29,55
84562A,PINK/WHITE RIBBED MELAMINE JUG,3.0,23.85,3
84563A,PINK & WHITE BREAKFAST TRAY,96.0,369.84,35
84563B,BLUE & WHITE BREAKFAST TRAY,94.0,346.3,38
84568,GIRLS ALPHABET IRON ON PATCHES ,12442.0,2678.33,147
84569A,PACK 3 IRON ON DOG PATCHES,294.0,355.84,65
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,85.0,118.4,19
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.0,1.25,1
84569D,PACK 6 HEART/ICE-CREAM PATCHES,467.0,560.62,98
84575A,PINK DOG CANNISTER,14.0,39.3,4
84576,BLUE CAT BISCUIT BARREL PINK HEART,66.0,148.32,17
84580,MOUSE TOY WITH PINK T-SHIRT,389.0,1482.43,165
84581,DOG TOY WITH PINK CROCHET SKIRT,187.0,709.71,90
84584,PINK GINGHAM CAT WITH SCARF,144.0,314.51,30
84592,CROCHET ROSE PURSE WITH SUEDE BACK,76.0,241.24,22
84593,CROCHET ROSE DES CLOTHES HANGER,5.0,14.75,1
84595E,LARGE TORTILLA DESIGN RED BOWL,78.0,154.68,22
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,7.0,17.57,5
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5023.0,2547.42,522
84596e,SMALL LICORICE DES PINK BOWL,10.0,25.1,6
84596E,SMALL LICORICE DES PINK BOWL,564.0,411.68,79
84596f,SMALL MARSHMALLOWS PINK BOWL,16.0,39.36,12
84596F,SMALL MARSHMALLOWS PINK BOWL,3732.0,1943.62,435
84596g,SMALL CHOCOLATES PINK BOWL,3.0,7.38,1
84596G,SMALL CHOCOLATES PINK BOWL,1855.0,949.08,245
84596J,MIXED NUTS LIGHT GREEN BOWL,568.0,296.45,68
84596l,BISCUITS SMALL BOWL LIGHT BLUE,1.0,2.46,1
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1254.0,629.38,172
84597B,RETRO BROWN BALL ASHTRAY ,41.0,51.25,5
84597C,RETRO PINK BALL ASHTRAY ,46.0,57.5,13
84598,BOYS ALPHABET IRON ON PATCHES,1975.0,546.04,99
84600,NEW BAROQUE JEWELLERY BOX ,53.0,446.89,25
84609,TALL ROCOCO CANDLE HOLDER,93.0,770.59,20
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,6.0,27.9,3
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1.0,4.65,1
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2.0,11.9,1
84616,SILVER ROCCOCO CHANDELIER,14.0,504.32,9
84617,NEW BAROQUE BLACK BOXES,3.0,38.25,3
84620,BLUE GINGHAM ROSE CUSHION COVER,2.0,11.9,1
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,478.0,605.48,42
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,449.0,536.41,35
84629,WHITE 3 FRAME BIRDS AND TREE ,20.0,150.0,10
84631,FRUIT TREE AND BIRDS WALL PLAQUE,40.0,340.58,24
84632,DECORATIVE HANGING SHELVING UNIT,6.0,359.7,5
84637,KITCHEN FLOWER POTS WALL PLAQUE,116.0,619.59,83
84638,SMALL KITCHEN FLOWER POTS PLAQUE,50.0,331.5,37
84658,WHITE STITCHED CUSHION COVER,57.0,412.23,22
84659A,WHITE TRAVEL ALARM CLOCK,280.0,676.27,89
84660a,WHITE STITCHED WALL CLOCK,4.0,29.84,2
84660A,WHITE STITCHED WALL CLOCK,843.0,783.45,42
84660b,BLACK STITCHED WALL CLOCK,2.0,15.08,2
84660B,BLACK STITCHED WALL CLOCK,707.0,733.28,40
84660c,PINK STITCHED WALL CLOCK,18.0,134.92,16
84660C,PINK STITCHED WALL CLOCK,661.0,693.32,45
84661a,WHITE SQUARE TABLE CLOCK,1.0,4.96,1
84661A,WHITE SQUARE TABLE CLOCK,104.0,167.79,20
84661b,BLACK SQUARE TABLE CLOCK,1.0,4.96,1
84661B,BLACK SQUARE TABLE CLOCK,115.0,300.24,29
84661C,PINK SQUARE TABLE CLOCK,71.0,104.84,14
84663A,GRASS HOPPER WOODEN WALL CLOCK ,272.0,374.12,34
84665,SQUARE CHERRY BLOSSOM CABINET,105.0,624.75,17
84666,SQUARE CHERRY BLOSSOM CABINET,24.0,94.8,4
84673A,PINK FLY SWAT,92.0,63.72,43
84673B,BLUE FLY SWAT,179.0,156.63,66
84674,FLYING PIG WATERING CAN,193.0,466.95,47
84675,FROG KING WATERING CAN,9.0,26.55,2
84678,CLASSICAL ROSE SMALL VASE,142.0,247.04,13
84679,CLASSICAL ROSE TABLE LAMP,6.0,55.7,2
84683,CLASSICAL ROSE CANDLESTAND,194.0,162.2,12
84685,BEACH HUT KEY CABINET,34.0,177.33,21
84686,BEACH HUT MIRROR,49.0,66.39,8
84687,BEACH HUT SHELF W 3 DRAWERS,81.0,504.43,31
84688,BEACH HUT DESIGN BLACKBOARD,41.0,203.07,15
84689,S/2 BEACH HUT TREASURE CHESTS,3.0,9.95,2
84691,PACK 20 DOLLY PEGS,242.0,174.5,4
84692,BOX OF 24 COCKTAIL PARASOLS,7903.0,4327.38,583
84705C,PINK FLOCK PHOTO FRAME ,12.0,15.0,1
84706D,CHERRY BLOSSOM TABLE CLOCK ,8.0,29.6,4
84706F,RED PEONY TABLE CLOCK,16.0,47.2,10
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,95.0,695.23,45
84707B,PINK JEWELLED MIRROR TRINKET TRAY,34.0,210.55,18
84708B,PINK JEWELLED PHOTO FRAME ,62.0,326.35,19
84709B,PINK OVAL JEWELLED MIRROR,20.0,119.0,11
84711A,SILVER OVAL SHAPE TRINKET BOX,25.0,221.8,17
84711B,PINK OVAL SHAPE TRINKET BOX,20.0,186.64,13
84712B,PINK JEWELLED PHOTO FRAME,30.0,231.56,20
84715,SET OF 6 ICE CREAM SKITTLES,16.0,47.2,3
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41.0,97.95,6
84725,FREESTYLE CANVAS ART PICTURE,41.0,39.65,18
84731,3 BIRDS CANVAS SCREEN,2.0,2.04,2
84732B,CUTE BIRD CEATURE SCREEN,22.0,8.58,2
84732D,CUTE RABBIT CEATURE SCREEN ,11.0,4.29,2
84741C,CITRUS GARLAND FELT FLOWERS ,60.0,117.0,14
84743C,ORANGE FELT VASE + FLOWERS,1.0,1.25,1
84744,S/6 SEW ON CROCHET FLOWERS,110.0,140.02,20
84745A,PINK HANGING GINGHAM EASTER HEN,32.0,13.44,5
84745B,BLUE HANGING GINGHAM EASTER HEN,32.0,13.44,5
84746,PINK EASTER HENS+FLOWER,14.0,38.31,9
84748,FOLK FELT HANGING MULTICOL GARLAND,204.0,570.86,61
84750A,PINK SMALL GLASS CAKE STAND,24.0,46.8,1
84750B,BLACK SMALL GLASS CAKE STAND,61.0,54.99,12
84751B,BLACK MEDIUM GLASS CAKE STAND,17.0,37.11,8
84754,S/15 SILVER GLASS BAUBLES IN BAG,558.0,725.52,62
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16401.0,10487.05,621
84760S,SMALL HANGING GLASS+ZINC LANTERN,43.0,62.35,8
84763,ZINC FINISH 15CM PLANTER POTS,601.0,748.34,57
84766,SILVER ROCOCO CANDLE STICK,146.0,340.7,14
84773,RED ROSE AND LACE C/COVER,3.0,8.85,1
84789,ENCHANTED BIRD PLANT CAGE,186.0,640.72,48
84792,ENCHANTED BIRD COATHANGER 5 HOOK,833.0,3974.32,241
84795b,SUNSET CHECK HAMMOCK,16.0,266.78,14
84795B,SUNSET CHECK HAMMOCK,176.0,1390.64,48
84795C,OCEAN STRIPE HAMMOCK ,2.0,15.9,1
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,17.0,141.11,12
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,61.0,568.13,43
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,256.0,2393.59,124
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,23.0,58.65,4
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,11.0,28.05,3
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,224.0,160.48,10
84800L,LARGE WHITE/PINK ROSE ART FLOWER,360.0,639.36,22
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,127.0,174.31,11
84800S,SMALL WHITE/PINK ROSE ART FLOWER,107.0,120.07,9
84801A,PINK HYDRANGEA ART FLOWER,46.0,96.6,5
84801B,WHITE HYDRANGEA ART FLOWER,22.0,46.2,3
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2.0,3.38,1
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4.0,6.76,1
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,3.0,5.07,1
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,17.0,28.73,4
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70.0,180.58,8
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99.0,188.37,6
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,32.0,60.0,4
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38.0,52.5,3
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137.0,96.89,11
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,308.0,411.56,20
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,55.0,115.5,8
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18.0,37.8,1
84813,SET OF 4 DIAMOND NAPKIN RINGS,166.0,1393.79,38
84816,DANISH ROSE BEDSIDE CABINET,13.0,519.35,10
84817,DANISH ROSE DECORATIVE PLATE,951.0,710.64,55
84818,DANISH ROSE PHOTO FRAME,1423.0,1460.81,99
84819,DANISH ROSE ROUND SEWING BOX,811.0,951.79,62
84820,DANISH ROSE TRINKET TRAYS,259.0,483.05,31
84821,DANISH ROSE DELUXE COASTER,935.0,407.15,40
84823,DANISH ROSE FOLDING CHAIR,112.0,890.4,25
84824,DANISH ROSE UMBRELLA STAND,2.0,31.9,2
84826,ASSTD DESIGN 3D PAPER STICKERS,1162.0,389.38,31
84827,ASS DES PHONE SPONGE CRAFT STICKER,509.0,153.09,14
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,139.0,197.49,29
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,960.0,1338.87,153
84832,ZINC WILLIE WINKIE  CANDLE STICK,2933.0,2712.7,268
84836,ZINC METAL HEART DECORATION,5937.0,7418.07,535
84840,SWEETHEART CARRY-ALL BASKET,6.0,76.44,6
84842,HELLO SAILOR BATHROOM SET,14.0,52.5,9
84843,WHITE SOAP RACK WITH 2 BOTTLES,172.0,969.8,48
84846A,SCENTED CANDLE IN DIGITALIS TIN,56.0,126.04,13
84847,FLORAL BATHROOM SET,20.0,75.0,11
84849A,HELLO SAILOR BLUE SOAP HOLDER,180.0,344.34,53
84849B,FAIRY SOAP SOAP HOLDER,266.0,478.83,76
84849D,HOT BATHS SOAP HOLDER,494.0,859.0,114
84854,GIRLY PINK TOOL SET,5.0,24.75,1
84856L,LARGE TAHITI BEACH BAG,2.0,17.82,2
84856S,SMALL TAHITI BEACH BAG,4.0,18.6,1
84857B,BLUE MONTE CARLO HANDBAG,24.0,46.8,1
84857C,PINK MONTE CARLO HANDBAG,98.0,232.33,10
84858C,PINK RIVIERA HANDBAG,186.0,261.68,6
84859A,SILVER DISCO HANDBAG,129.0,272.99,35
84859B,BLUE DISCO HANDBAG,31.0,64.81,11
84859C,PINK DISCO HANDBAG,84.0,180.52,22
84865,NEW BAROQUE BLACK PHOTO ALBUM,27.0,146.21,14
84870B,BLUE GEISHA GIRL ,44.0,146.08,25
84870C,GREEN GEISHA GIRL ,46.0,146.05,28
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,26.0,282.15,21
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,40.0,450.08,32
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2.0,33.9,2
84874B,BLUE TRAVEL FIRST AID KIT,41.0,67.51,14
84875B,GREEN SQUARE COMPACT MIRROR,131.0,203.51,20
84875D,BLUE SQUARE COMPACT MIRROR,51.0,63.75,8
84876B,GREEN HEART COMPACT MIRROR,218.0,315.81,33
84876D,BLUE HEART COMPACT MIRROR,128.0,217.5,16
84877A,PINK ROUND COMPACT MIRROR,40.0,58.16,4
84877B,GREEN ROUND COMPACT MIRROR,144.0,210.56,21
84877D,BLUE ROUND COMPACT MIRROR,96.0,150.93,18
84879,ASSORTED COLOUR BIRD ORNAMENT,36362.0,58927.62,1455
84880,WHITE WIRE EGG HOLDER,312.0,2012.74,76
84881,BLUE WIRE SPIRAL CANDLE HOLDER,12.0,82.57,6
84882,GREEN WIRE STANDING CANDLE HOLDER,38.0,157.34,18
84884a,ANT WHITE WIRE HEART SPIRAL,38.0,317.72,26
84884A,ANT WHITE WIRE HEART SPIRAL,301.0,1201.91,78
84898F,YELLOW FLOWERS FELT HANDBAG KIT,46.0,98.63,19
84905,PINK BUTTERFLY CUSHION COVER ,35.0,173.48,20
84906,PINK B'FLY C/COVER W BOBBLES,12.0,78.17,7
84906,PINK BUTTERFLY CUSHION COVER,23.0,44.85,5
84907,PINK YELLOW PATCH CUSHION COVER,29.0,180.93,23
84910A,PINK PAISLEY CUSHION COVER ,26.0,192.14,17
84912A,PINK ROSE WASHBAG,156.0,560.62,74
84912B,GREEN ROSE WASHBAG,323.0,1132.85,160
84913A,SOFT PINK ROSE TOWEL ,273.0,952.83,124
84913B,MINT GREEN ROSE TOWEL,196.0,754.07,86
84915,HAND TOWEL PINK FLOWER AND DAISY,217.0,372.33,23
84916,HAND TOWEL PALE BLUE W FLOWERS,223.0,453.39,29
84917,WHITE HAND TOWEL WITH BUTTERFLY,184.0,466.3,27
84919,BLUE CUSHION COVER WITH FLOWER,58.0,381.78,29
84920,PINK FLOWER FABRIC PONY,115.0,446.23,48
84921,CREAM AND PINK FLOWERS PONY ,11.0,41.25,5
84922,PINK BUTTERFLY WASHBAG,9.0,42.29,6
84923,PINK BUTTERFLY HANDBAG W BOBBLES,162.0,671.62,98
84924A,WAKE UP COCKEREL CALENDAR SIGN ,81.0,348.59,33
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10.0,7.9,3
84925D,LA PALMIERA WALL THERMOMETER,15.0,38.25,10
84925F,PSYCHEDELIC WALL THERMOMETER,79.0,109.93,14
84926A,WAKE UP COCKEREL TILE COASTER,604.0,210.52,35
84926D,LA PALMIERA TILE COASTER,709.0,276.53,34
84926E,FLOWERS TILE COASTER,968.0,327.8,39
84926F,PSYCHEDELIC TILE COASTER,430.0,195.22,28
84927A,WAKE UP COCKEREL TILE HOOK,50.0,70.45,18
84927D,LA PALMIERA TILE HOOK,47.0,51.86,14
84927E,FLOWERS TILE HOOK,59.0,80.16,13
84927F,PSYCHEDELIC TILE HOOK,299.0,182.95,44
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2412.0,637.56,65
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,133.0,317.44,51
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,177.0,424.08,49
84944,SET OF 6 KASHMIR FOLKART BAUBLES,710.0,1120.26,83
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10545.0,8744.43,347
84946,ANTIQUE SILVER T-LIGHT GLASS,14664.0,19381.62,689
84946,ANTIQUE SILVER TEA GLASS ETCHED,4545.0,6461.76,216
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8652.0,10229.77,347
84949,SILVER HANGING T-LIGHT HOLDER,4789.0,7622.64,290
84950,ASSORTED COLOUR T-LIGHT HOLDER,3619.0,2297.03,120
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,475.0,553.01,93
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,451.0,554.78,82
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,92.0,264.47,26
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,186.0,332.14,29
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,144.0,255.0,12
84963A,PINK PAINTED KASHMIRI CHAIR,4.0,171.8,1
84963B,BLUE PAINTED KASHMIRI CHAIR,3.0,149.85,1
84968a,SET OF 16 VINTAGE ROSE CUTLERY,5.0,125.33,3
84968A,SET OF 16 VINTAGE ROSE CUTLERY,267.0,3139.3,98
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2.0,25.5,2
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,317.0,3585.99,104
84968d,SET OF 16 VINTAGE RED CUTLERY,3.0,74.88,3
84968D,SET OF 16 VINTAGE RED CUTLERY,157.0,1661.47,55
84968e,SET OF 16 VINTAGE BLACK CUTLERY,8.0,200.21,6
84968E,SET OF 16 VINTAGE BLACK CUTLERY,132.0,1522.53,44
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,1.0,25.49,1
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,177.0,1905.68,65
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,558.0,2389.52,210
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,201.0,418.98,50
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6064.0,6411.52,457
84970s,HANGING HEART ZINC T-LIGHT HOLDER,238.0,496.49,66
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8879.0,7650.31,537
84971l,LARGE HEART FLOWERS HOOK   ,2.0,4.92,1
84971S,SMALL HEART FLOWERS HOOK ,1761.0,1540.45,172
84974,S/2 ZINC HEART DESIGN PLANTERS,39.0,388.05,28
84975,HEART SHAPED MIRROR,5.0,8.45,2
84976,RECTANGULAR SHAPED MIRROR,512.0,446.15,37
84977,WIRE FLOWER T-LIGHT HOLDER,1.0,1.25,1
84978,HANGING HEART JAR T-LIGHT HOLDER,12493.0,16453.78,728
84984A,GREEN PEONY CUSHION COVER,19.0,88.35,6
84984B,RED PEONY CUSHION COVER ,17.0,79.05,5
84984D,ORIENTAL RED CUSHION COVER ,13.0,60.45,4
84985A,SET OF 72 GREEN PAPER DOILIES,41.0,59.45,18
84987,SET OF 36 TEATIME PAPER DOILIES,3051.0,4471.17,334
84988,SET OF 72 PINK HEART PAPER DOILIES,4311.0,6671.25,510
84989a,75 GREEN FAIRY CAKE CASES,42.0,87.51,25
84989A,75 GREEN FAIRY CAKE CASES,27.0,14.85,17
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2.0,1.1,2
84991,60 TEATIME FAIRY CAKE CASES,18189.0,9169.97,828
84992,72 SWEETHEART FAIRY CAKE CASES,13319.0,6532.78,615
84993a,75 GREEN PETIT FOUR CASES,32.0,26.56,19
84993A,75 GREEN PETIT FOUR CASES,343.0,159.69,55
84993B,75 BLACK PETIT FOUR CASES,58.0,24.36,18
84997a,CHILDRENS CUTLERY POLKADOT GREEN ,101.0,837.29,60
84997a,GREEN 3 PIECE POLKADOT CUTLERY SET,5.0,41.45,5
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1728.0,6864.42,186
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,845.0,3069.46,74
84997b,CHILDRENS CUTLERY RETROSPOT RED ,273.0,2287.37,55
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,91.0,765.55,12
84997B,CHILDRENS CUTLERY RETROSPOT RED ,2634.0,10316.86,262
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1580.0,5729.11,108
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,19.0,158.23,6
84997c,CHILDRENS CUTLERY POLKADOT BLUE,265.0,2216.21,56
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1201.0,4346.27,102
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2582.0,10150.76,233
84997d,CHILDRENS CUTLERY POLKADOT PINK,285.0,2372.33,65
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,34.0,285.46,8
84997D,CHILDRENS CUTLERY POLKADOT PINK,3666.0,14493.64,358
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1437.0,5234.56,115
85006,SET 4 NURSERY DES ROUND BOXES,55.0,57.25,9
85008,SET OF 3 CONEY ISLAND OVAL BOXES,13.0,66.12,8
85014a,BLACK/BLUE POLKADOT UMBRELLA,18.0,225.32,14
85014A,BLACK/BLUE POLKADOT UMBRELLA,1163.0,6678.72,278
85014b,RED RETROSPOT UMBRELLA,25.0,313.06,23
85014B,RED RETROSPOT UMBRELLA,1910.0,10952.2,350
85015,SET OF 12  VINTAGE POSTCARD SET,2180.0,1718.54,143
85016,SET OF 6 VINTAGE NOTELETS KIT,563.0,560.11,42
85017A,ENVELOPE 50 ROMANTIC IMAGES,16.0,13.58,8
85017B,ENVELOPE 50 BLOSSOM IMAGES,1077.0,600.29,158
85017C,ENVELOPE 50 CURIOUS IMAGES,49.0,26.17,10
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12.0,30.6,7
85019A,ROMANTIC IMAGES NOTEBOOK SET,414.0,564.35,33
85019B,BLOSSOM  IMAGES NOTEBOOK SET,512.0,682.97,36
85019C,CURIOUS  IMAGES NOTEBOOK SET,182.0,270.72,11
85020,ROUND PINK HEART MIRROR,85.0,188.81,22
85023B,EAU DE NILE JEWELLED PHOTOFRAME,105.0,235.35,13
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193.0,289.65,12
85024C,PINK SMALL JEWELLED PHOTOFRAME,12.0,19.8,9
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,329.0,555.12,38
85025C,PINK HEART SHAPE PHOTO FRAME,321.0,520.91,39
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,79.0,70.27,11
85027L,FRENCH CHATEAU LARGE PLATTER ,70.0,160.5,18
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,10.0,19.5,4
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24.0,51.6,8
85030,FRENCH CHATEAU OVAL PLATTER,15.0,29.25,6
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16.0,45.9,7
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1.0,4.95,1
85031C,CURIOUS IMAGES SCRAP BOOK SET,3.0,14.85,1
85032A,ROMANTIC IMAGES GIFT WRAP SET,789.0,776.49,135
85032B,BLOSSOM IMAGES GIFT WRAP SET,786.0,739.99,133
85032C,CURIOUS IMAGES GIFT WRAP SET,683.0,718.54,140
85032D,YULETIDE IMAGES GIFT WRAP SET,687.0,561.34,93
85034a,3 GARDENIA MORRIS BOXED CANDLES,3.0,24.87,3
85034A,3 GARDENIA MORRIS BOXED CANDLES,498.0,911.4,74
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,1.0,8.29,1
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,945.0,1628.78,120
85034C,3 ROSE MORRIS BOXED CANDLES,1129.0,1800.0,158
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,2.0,16.94,2
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,276.0,782.3,81
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1.0,8.47,1
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,619.0,1054.1,70
85035c,ROSE 3 WICK MORRIS BOX CANDLE,1.0,8.47,1
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1137.0,1760.66,130
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,2.0,16.58,1
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,211.0,714.35,60
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1.0,8.47,1
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,361.0,581.43,49
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,742.0,1066.86,84
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1061.0,2171.26,142
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,40.0,131.81,29
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,704.0,1010.62,162
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,806.0,1174.63,172
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,305.0,265.77,67
85040a,S/4 PINK FLOWER CANDLES IN BOWL,32.0,105.28,21
85040A,S/4 PINK FLOWER CANDLES IN BOWL,888.0,1607.32,164
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,137.0,229.47,35
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,42.0,191.1,11
85047,WHITE BEADED GARLAND STRING 20LIGHT,3.0,19.05,2
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1359.0,10910.61,261
85049a,TRADITIONAL CHRISTMAS RIBBONS,244.0,812.84,36
85049A,TRADITIONAL CHRISTMAS RIBBONS,3001.0,3842.36,323
85049b,LUSH GREENS RIBBONS,2.0,4.92,2
85049B,LUSH GREENS RIBBONS,54.0,67.5,13
85049c,ROMANTIC PINKS RIBBONS ,1.0,2.46,1
85049C,ROMANTIC PINKS RIBBONS ,1215.0,1515.69,224
85049d,BRIGHT BLUES RIBBONS ,2.0,4.92,2
85049D,BRIGHT BLUES RIBBONS ,547.0,694.99,107
85049e,SCANDINAVIAN REDS RIBBONS,109.0,360.71,42
85049E,SCANDINAVIAN REDS RIBBONS,2860.0,3783.61,409
85049F,BABY BOOM RIBBONS ,378.0,477.34,88
85049g,CHOCOLATE BOX RIBBONS ,113.0,276.42,51
85049G,CHOCOLATE BOX RIBBONS ,1608.0,1999.19,258
85049H,URBAN BLACK RIBBONS ,848.0,869.1,184
85053,FRENCH ENAMEL CANDLEHOLDER,1693.0,3649.49,317
85054,FRENCH ENAMEL POT W LID,587.0,1430.63,115
85055,FRENCH ENAMEL UTENSIL HOLDER,45.0,183.71,16
85059,FRENCH ENAMEL WATER BASIN,411.0,1273.11,128
85061W,WHITE JEWELLED HEART DECORATION,2146.0,1882.15,162
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1462.0,2429.5,159
85064,CREAM SWEETHEART LETTER RACK,215.0,976.25,30
85066,CREAM SWEETHEART MINI CHEST,1784.0,22594.2,519
85067,CREAM SWEETHEART WALL CABINET,7.0,126.65,5
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1041.0,583.23,111
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1290.0,684.62,125
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",683.0,428.0,105
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,403.0,249.49,84
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1932.0,696.8,124
85084,HOLLY TOP CHRISTMAS STOCKING,20.0,17.0,7
85086A,CANDY SPOT HEART DECORATION,146.0,122.08,50
85087,CANDY SPOT CUSHION COVER,339.0,1129.99,125
85088,CANDY SPOT HAND BAG,259.0,534.83,51
85089,CANDY SPOT BUNNY,13.0,38.35,5
85092,CANDY SPOT TEA COSY,27.0,40.05,2
85093,CANDY SPOT EGG WARMER HARE,708.0,475.18,88
